Gene 1	Gene 2	Weight	Network group	Network
VCAM1	PTAFR	0.011096089	Co-expression	Burington-Shaughnessy-2008
VCAM1	ABLIM3	0.009392915	Co-expression	Burington-Shaughnessy-2008
VCAM1	CCL8	0.014649178	Co-expression	Burington-Shaughnessy-2008
VCAM1	VSIG4	0.011127654	Co-expression	Burington-Shaughnessy-2008
VCAM1	CETP	0.006764755	Co-expression	Burington-Shaughnessy-2008
VCAM1	FOLR2	0.010284162	Co-expression	Burington-Shaughnessy-2008
VCAM1	HMOX1	0.0128374975	Co-expression	Burington-Shaughnessy-2008
VCAM1	CYP1B1	0.011840739	Co-expression	Burington-Shaughnessy-2008
VCAM1	LGMN	0.008737572	Co-expression	Burington-Shaughnessy-2008
VCAM1	CD14	0.011127669	Co-expression	Burington-Shaughnessy-2008
VCL	ITGA2B	0.019422553	Co-expression	Burington-Shaughnessy-2008
VCL	GAS2L1	0.01956366	Co-expression	Burington-Shaughnessy-2008
VCL	ITGB3	0.019737357	Co-expression	Burington-Shaughnessy-2008
VCL	TAL1	0.022726791	Co-expression	Burington-Shaughnessy-2008
VCL	ABLIM3	0.018577667	Co-expression	Burington-Shaughnessy-2008
VCL	PF4V1	0.02687301	Co-expression	Burington-Shaughnessy-2008
VCL	MMP8	0.013487699	Co-expression	Burington-Shaughnessy-2008
VCL	MAOB	0.017393788	Co-expression	Burington-Shaughnessy-2008
VCL	PPBP	0.023553565	Co-expression	Burington-Shaughnessy-2008
VCL	CLU	0.016932247	Co-expression	Burington-Shaughnessy-2008
VCL	CALD1	0.022213738	Co-expression	Burington-Shaughnessy-2008
VCL	ZNF185	0.016603341	Co-expression	Burington-Shaughnessy-2008
VCL	PF4	0.022658078	Co-expression	Burington-Shaughnessy-2008
VCL	GP1BA	0.021786889	Co-expression	Burington-Shaughnessy-2008
VCL	NRGN	0.026938286	Co-expression	Burington-Shaughnessy-2008
VCL	PROS1	0.0178323	Co-expression	Burington-Shaughnessy-2008
VCL	F13A1	0.026449641	Co-expression	Burington-Shaughnessy-2008
VCL	SELP	0.018913766	Co-expression	Burington-Shaughnessy-2008
VCL	GUCY1B1	0.023099916	Co-expression	Burington-Shaughnessy-2008
VCL	GP9	0.014385023	Co-expression	Burington-Shaughnessy-2008
VCL	LCN2	0.014040906	Co-expression	Burington-Shaughnessy-2008
VCL	PRKAR2B	0.021018516	Co-expression	Burington-Shaughnessy-2008
VCL	ALOX12	0.0039240452	Co-expression	Burington-Shaughnessy-2008
VCL	GNAZ	0.017866025	Co-expression	Burington-Shaughnessy-2008
GP5	ITGA2B	0.0241413	Co-expression	Burington-Shaughnessy-2008
GP5	GAS2L1	0.018007992	Co-expression	Burington-Shaughnessy-2008
GP5	ITGB3	0.022874381	Co-expression	Burington-Shaughnessy-2008
GP5	TAL1	0.025956359	Co-expression	Burington-Shaughnessy-2008
GP5	ABLIM3	0.02362037	Co-expression	Burington-Shaughnessy-2008
GP5	PF4V1	0.027035307	Co-expression	Burington-Shaughnessy-2008
GP5	MMP8	0.014778514	Co-expression	Burington-Shaughnessy-2008
GP5	MAOB	0.017556125	Co-expression	Burington-Shaughnessy-2008
GP5	PPBP	0.026797296	Co-expression	Burington-Shaughnessy-2008
GP5	CLU	0.021586964	Co-expression	Burington-Shaughnessy-2008
GP5	CALD1	0.02817323	Co-expression	Burington-Shaughnessy-2008
GP5	PF4	0.027116532	Co-expression	Burington-Shaughnessy-2008
GP5	GP1BA	0.02529801	Co-expression	Burington-Shaughnessy-2008
GP5	NRGN	0.029719811	Co-expression	Burington-Shaughnessy-2008
GP5	PROS1	0.016180377	Co-expression	Burington-Shaughnessy-2008
GP5	F13A1	0.02604525	Co-expression	Burington-Shaughnessy-2008
GP5	VWF	0.020423071	Co-expression	Burington-Shaughnessy-2008
GP5	SELP	0.020980524	Co-expression	Burington-Shaughnessy-2008
GP5	GUCY1B1	0.026093626	Co-expression	Burington-Shaughnessy-2008
GP5	LCN2	0.0148984855	Co-expression	Burington-Shaughnessy-2008
GP5	PRKAR2B	0.020992577	Co-expression	Burington-Shaughnessy-2008
GP5	ALOX12	0.0051166695	Co-expression	Burington-Shaughnessy-2008
GP5	VCL	0.023085102	Co-expression	Burington-Shaughnessy-2008
ACTN1	ITGA2B	0.021545414	Co-expression	Burington-Shaughnessy-2008
ACTN1	GAS2L1	0.016413018	Co-expression	Burington-Shaughnessy-2008
ACTN1	TAL1	0.02201425	Co-expression	Burington-Shaughnessy-2008
ACTN1	ABLIM3	0.019935489	Co-expression	Burington-Shaughnessy-2008
ACTN1	PF4V1	0.022668684	Co-expression	Burington-Shaughnessy-2008
ACTN1	MAOB	0.017331576	Co-expression	Burington-Shaughnessy-2008
ACTN1	PPBP	0.02390244	Co-expression	Burington-Shaughnessy-2008
ACTN1	CLU	0.018778319	Co-expression	Burington-Shaughnessy-2008
ACTN1	PF4	0.025508594	Co-expression	Burington-Shaughnessy-2008
ACTN1	GP1BA	0.021781703	Co-expression	Burington-Shaughnessy-2008
ACTN1	NRGN	0.024859026	Co-expression	Burington-Shaughnessy-2008
ACTN1	PROS1	0.015837997	Co-expression	Burington-Shaughnessy-2008
ACTN1	MYLK	0.01769337	Co-expression	Burington-Shaughnessy-2008
ACTN1	F13A1	0.024040032	Co-expression	Burington-Shaughnessy-2008
ACTN1	SELP	0.018771786	Co-expression	Burington-Shaughnessy-2008
ACTN1	GUCY1B1	0.023026703	Co-expression	Burington-Shaughnessy-2008
ACTN1	S100A12	0.01414969	Co-expression	Burington-Shaughnessy-2008
ACTN1	HMOX1	0.011889168	Co-expression	Burington-Shaughnessy-2008
ACTN1	CYP1B1	0.013964006	Co-expression	Burington-Shaughnessy-2008
ACTN1	LCN2	0.014730594	Co-expression	Burington-Shaughnessy-2008
ACTN1	PRKAR2B	0.017975373	Co-expression	Burington-Shaughnessy-2008
ACTN1	ALOX12	0.0049090586	Co-expression	Burington-Shaughnessy-2008
ACTN1	GNAZ	0.02184398	Co-expression	Burington-Shaughnessy-2008
ACTN1	VCL	0.019986745	Co-expression	Burington-Shaughnessy-2008
ACTN1	GP5	0.024434095	Co-expression	Burington-Shaughnessy-2008
DNM3	ITGA2B	0.02120787	Co-expression	Burington-Shaughnessy-2008
DNM3	GAS2L1	0.017504215	Co-expression	Burington-Shaughnessy-2008
DNM3	ITGB3	0.019753782	Co-expression	Burington-Shaughnessy-2008
DNM3	TAL1	0.022692816	Co-expression	Burington-Shaughnessy-2008
DNM3	ABLIM3	0.021678407	Co-expression	Burington-Shaughnessy-2008
DNM3	PF4V1	0.026368976	Co-expression	Burington-Shaughnessy-2008
DNM3	MMP8	0.014681723	Co-expression	Burington-Shaughnessy-2008
DNM3	MAOB	0.019430708	Co-expression	Burington-Shaughnessy-2008
DNM3	PPBP	0.022519872	Co-expression	Burington-Shaughnessy-2008
DNM3	CLU	0.015897691	Co-expression	Burington-Shaughnessy-2008
DNM3	CALD1	0.021776175	Co-expression	Burington-Shaughnessy-2008
DNM3	PF4	0.02267607	Co-expression	Burington-Shaughnessy-2008
DNM3	GP1BA	0.026999839	Co-expression	Burington-Shaughnessy-2008
DNM3	NRGN	0.026439298	Co-expression	Burington-Shaughnessy-2008
DNM3	PROS1	0.01514845	Co-expression	Burington-Shaughnessy-2008
DNM3	F13A1	0.026610166	Co-expression	Burington-Shaughnessy-2008
DNM3	SELP	0.01836684	Co-expression	Burington-Shaughnessy-2008
DNM3	GUCY1B1	0.02177994	Co-expression	Burington-Shaughnessy-2008
DNM3	S100A12	0.012672501	Co-expression	Burington-Shaughnessy-2008
DNM3	LCN2	0.014431204	Co-expression	Burington-Shaughnessy-2008
DNM3	PRKAR2B	0.018598083	Co-expression	Burington-Shaughnessy-2008
DNM3	GNAZ	0.020409878	Co-expression	Burington-Shaughnessy-2008
DNM3	VCL	0.023570733	Co-expression	Burington-Shaughnessy-2008
DNM3	GP5	0.026230197	Co-expression	Burington-Shaughnessy-2008
DNM3	ACTN1	0.01991568	Co-expression	Burington-Shaughnessy-2008
ABCC3	ITGA2B	0.019370388	Co-expression	Burington-Shaughnessy-2008
ABCC3	GAS2L1	0.018248292	Co-expression	Burington-Shaughnessy-2008
ABCC3	TAL1	0.018006027	Co-expression	Burington-Shaughnessy-2008
ABCC3	ABLIM3	0.022319159	Co-expression	Burington-Shaughnessy-2008
ABCC3	PF4V1	0.021291422	Co-expression	Burington-Shaughnessy-2008
ABCC3	PPBP	0.020472296	Co-expression	Burington-Shaughnessy-2008
ABCC3	CLU	0.016791536	Co-expression	Burington-Shaughnessy-2008
ABCC3	CCL8	0.011977353	Co-expression	Burington-Shaughnessy-2008
ABCC3	CALD1	0.02283745	Co-expression	Burington-Shaughnessy-2008
ABCC3	PF4	0.02010746	Co-expression	Burington-Shaughnessy-2008
ABCC3	GP1BA	0.021901896	Co-expression	Burington-Shaughnessy-2008
ABCC3	NRGN	0.024666328	Co-expression	Burington-Shaughnessy-2008
ABCC3	PROS1	0.021072593	Co-expression	Burington-Shaughnessy-2008
ABCC3	VSIG4	0.010379263	Co-expression	Burington-Shaughnessy-2008
ABCC3	FOLR2	0.009669377	Co-expression	Burington-Shaughnessy-2008
ABCC3	F13A1	0.021698728	Co-expression	Burington-Shaughnessy-2008
ABCC3	SELP	0.018341623	Co-expression	Burington-Shaughnessy-2008
ABCC3	GUCY1B1	0.022833332	Co-expression	Burington-Shaughnessy-2008
ABCC3	PRKAR2B	0.018915229	Co-expression	Burington-Shaughnessy-2008
ABCC3	ALOX12	0.0053166803	Co-expression	Burington-Shaughnessy-2008
ABCC3	CD14	0.010983963	Co-expression	Burington-Shaughnessy-2008
ABCC3	VCAM1	0.010513992	Co-expression	Burington-Shaughnessy-2008
ABCC3	VCL	0.019949554	Co-expression	Burington-Shaughnessy-2008
ABCC3	GP5	0.023462912	Co-expression	Burington-Shaughnessy-2008
ABCC3	ACTN1	0.023841875	Co-expression	Burington-Shaughnessy-2008
ABCC3	DNM3	0.021225292	Co-expression	Burington-Shaughnessy-2008
MMP9	MMP8	0.028932996	Co-expression	Burington-Shaughnessy-2008
MMP9	S100A9	0.038281307	Co-expression	Burington-Shaughnessy-2008
MMP9	AQP9	0.02573206	Co-expression	Burington-Shaughnessy-2008
MMP9	S100A8	0.03429344	Co-expression	Burington-Shaughnessy-2008
MMP9	PTX3	0.015613292	Co-expression	Burington-Shaughnessy-2008
MMP9	S100A12	0.03254017	Co-expression	Burington-Shaughnessy-2008
MMP9	ACSL1	0.022184832	Co-expression	Burington-Shaughnessy-2008
MMP9	LCN2	0.018765973	Co-expression	Burington-Shaughnessy-2008
VCAN	ITGA2B	0.014979848	Co-expression	Burington-Shaughnessy-2008
VCAN	TAL1	0.016882755	Co-expression	Burington-Shaughnessy-2008
VCAN	PF4V1	0.015250526	Co-expression	Burington-Shaughnessy-2008
VCAN	PPBP	0.017126331	Co-expression	Burington-Shaughnessy-2008
VCAN	PF4	0.019080853	Co-expression	Burington-Shaughnessy-2008
VCAN	GP1BA	0.018646391	Co-expression	Burington-Shaughnessy-2008
VCAN	NRGN	0.014665528	Co-expression	Burington-Shaughnessy-2008
VCAN	S100A8	0.016044859	Co-expression	Burington-Shaughnessy-2008
VCAN	F13A1	0.016193248	Co-expression	Burington-Shaughnessy-2008
VCAN	SELP	0.012577199	Co-expression	Burington-Shaughnessy-2008
VCAN	GUCY1B1	0.018891392	Co-expression	Burington-Shaughnessy-2008
VCAN	HMOX1	0.011653962	Co-expression	Burington-Shaughnessy-2008
VCAN	CYP1B1	0.019810978	Co-expression	Burington-Shaughnessy-2008
VCAN	LCN2	0.015464486	Co-expression	Burington-Shaughnessy-2008
SLC2A3	ITGA2B	0.014174262	Co-expression	Burington-Shaughnessy-2008
SLC2A3	GAS2L1	0.013337549	Co-expression	Burington-Shaughnessy-2008
SLC2A3	TAL1	0.016081203	Co-expression	Burington-Shaughnessy-2008
SLC2A3	ABLIM3	0.0117294	Co-expression	Burington-Shaughnessy-2008
SLC2A3	PF4V1	0.013191696	Co-expression	Burington-Shaughnessy-2008
SLC2A3	MMP8	0.014916876	Co-expression	Burington-Shaughnessy-2008
SLC2A3	PPBP	0.012863117	Co-expression	Burington-Shaughnessy-2008
SLC2A3	CLU	0.012166415	Co-expression	Burington-Shaughnessy-2008
SLC2A3	CALD1	0.01607264	Co-expression	Burington-Shaughnessy-2008
SLC2A3	CTSO	0.016530087	Co-expression	Burington-Shaughnessy-2008
SLC2A3	PF4	0.013572797	Co-expression	Burington-Shaughnessy-2008
SLC2A3	GP1BA	0.014079919	Co-expression	Burington-Shaughnessy-2008
SLC2A3	NRGN	0.013824159	Co-expression	Burington-Shaughnessy-2008
SLC2A3	S100A9	0.01240579	Co-expression	Burington-Shaughnessy-2008
SLC2A3	AQP9	0.014121356	Co-expression	Burington-Shaughnessy-2008
SLC2A3	S100A8	0.01416101	Co-expression	Burington-Shaughnessy-2008
SLC2A3	PTX3	0.01270685	Co-expression	Burington-Shaughnessy-2008
SLC2A3	F13A1	0.013966243	Co-expression	Burington-Shaughnessy-2008
SLC2A3	SELP	0.012206203	Co-expression	Burington-Shaughnessy-2008
SLC2A3	GUCY1B1	0.0153284	Co-expression	Burington-Shaughnessy-2008
SLC2A3	S100A12	0.01333732	Co-expression	Burington-Shaughnessy-2008
SLC2A3	ACSL1	0.011151681	Co-expression	Burington-Shaughnessy-2008
SLC2A3	LCN2	0.012379404	Co-expression	Burington-Shaughnessy-2008
SLC2A3	ALOX12	0.0047133532	Co-expression	Burington-Shaughnessy-2008
SLC2A3	VCL	0.014809321	Co-expression	Burington-Shaughnessy-2008
SLC2A3	GP5	0.01819931	Co-expression	Burington-Shaughnessy-2008
SLC2A3	ACTN1	0.013724351	Co-expression	Burington-Shaughnessy-2008
SLC2A3	DNM3	0.013412113	Co-expression	Burington-Shaughnessy-2008
SLC2A3	MMP9	0.013449369	Co-expression	Burington-Shaughnessy-2008
LTF	ITGA2B	0.013334938	Co-expression	Burington-Shaughnessy-2008
LTF	GAS2L1	0.010713826	Co-expression	Burington-Shaughnessy-2008
LTF	TAL1	0.012969004	Co-expression	Burington-Shaughnessy-2008
LTF	ABLIM3	0.013599186	Co-expression	Burington-Shaughnessy-2008
LTF	PF4V1	0.01159562	Co-expression	Burington-Shaughnessy-2008
LTF	MMP8	0.021506658	Co-expression	Burington-Shaughnessy-2008
LTF	PPBP	0.013772892	Co-expression	Burington-Shaughnessy-2008
LTF	CLU	0.009806472	Co-expression	Burington-Shaughnessy-2008
LTF	PF4	0.014176424	Co-expression	Burington-Shaughnessy-2008
LTF	GP1BA	0.013148829	Co-expression	Burington-Shaughnessy-2008
LTF	NRGN	0.013177512	Co-expression	Burington-Shaughnessy-2008
LTF	S100A9	0.016061902	Co-expression	Burington-Shaughnessy-2008
LTF	AQP9	0.01242975	Co-expression	Burington-Shaughnessy-2008
LTF	S100A8	0.020136284	Co-expression	Burington-Shaughnessy-2008
LTF	F13A1	0.013612354	Co-expression	Burington-Shaughnessy-2008
LTF	SELP	0.011727094	Co-expression	Burington-Shaughnessy-2008
LTF	GUCY1B1	0.014562709	Co-expression	Burington-Shaughnessy-2008
LTF	S100A12	0.02063896	Co-expression	Burington-Shaughnessy-2008
LTF	LCN2	0.020196687	Co-expression	Burington-Shaughnessy-2008
LTF	VCL	0.012378976	Co-expression	Burington-Shaughnessy-2008
LTF	ACTN1	0.013415307	Co-expression	Burington-Shaughnessy-2008
LTF	DNM3	0.00960893	Co-expression	Burington-Shaughnessy-2008
LTF	MMP9	0.01653003	Co-expression	Burington-Shaughnessy-2008
LTF	VCAN	0.014251777	Co-expression	Burington-Shaughnessy-2008
LTF	SLC2A3	0.011775642	Co-expression	Burington-Shaughnessy-2008
ASAP2	ITGA2B	0.017922219	Co-expression	Burington-Shaughnessy-2008
ASAP2	SIRPA	0.022589065	Co-expression	Burington-Shaughnessy-2008
ASAP2	GAS2L1	0.0144536905	Co-expression	Burington-Shaughnessy-2008
ASAP2	TAL1	0.02056637	Co-expression	Burington-Shaughnessy-2008
ASAP2	PF4V1	0.01895909	Co-expression	Burington-Shaughnessy-2008
ASAP2	PPBP	0.018282	Co-expression	Burington-Shaughnessy-2008
ASAP2	CLU	0.016142858	Co-expression	Burington-Shaughnessy-2008
ASAP2	CALD1	0.02033812	Co-expression	Burington-Shaughnessy-2008
ASAP2	PF4	0.018408272	Co-expression	Burington-Shaughnessy-2008
ASAP2	TNNC2	0.015455955	Co-expression	Burington-Shaughnessy-2008
ASAP2	GP1BA	0.019267965	Co-expression	Burington-Shaughnessy-2008
ASAP2	NRGN	0.019803613	Co-expression	Burington-Shaughnessy-2008
ASAP2	PROS1	0.011819762	Co-expression	Burington-Shaughnessy-2008
ASAP2	MYL9	0.016434316	Co-expression	Burington-Shaughnessy-2008
ASAP2	F13A1	0.017935686	Co-expression	Burington-Shaughnessy-2008
ASAP2	SELP	0.017966565	Co-expression	Burington-Shaughnessy-2008
ASAP2	GUCY1B1	0.019794606	Co-expression	Burington-Shaughnessy-2008
ASAP2	GP9	0.014591791	Co-expression	Burington-Shaughnessy-2008
ASAP2	LCN2	0.011881801	Co-expression	Burington-Shaughnessy-2008
ASAP2	PRKAR2B	0.018139552	Co-expression	Burington-Shaughnessy-2008
ASAP2	ALOX12	0.0053700726	Co-expression	Burington-Shaughnessy-2008
ASAP2	VCL	0.017013324	Co-expression	Burington-Shaughnessy-2008
ASAP2	GP5	0.02129694	Co-expression	Burington-Shaughnessy-2008
ASAP2	DNM3	0.019468173	Co-expression	Burington-Shaughnessy-2008
ASAP2	ABCC3	0.017357936	Co-expression	Burington-Shaughnessy-2008
ASAP2	SLC2A3	0.0116023	Co-expression	Burington-Shaughnessy-2008
ASAP2	LTF	0.010713577	Co-expression	Burington-Shaughnessy-2008
ELANE	ITGA2B	0.014741517	Co-expression	Burington-Shaughnessy-2008
ELANE	TAL1	0.014817331	Co-expression	Burington-Shaughnessy-2008
ELANE	ABLIM3	0.014456132	Co-expression	Burington-Shaughnessy-2008
ELANE	PF4V1	0.011720587	Co-expression	Burington-Shaughnessy-2008
ELANE	MMP8	0.020436777	Co-expression	Burington-Shaughnessy-2008
ELANE	PPBP	0.014731874	Co-expression	Burington-Shaughnessy-2008
ELANE	CLU	0.011818947	Co-expression	Burington-Shaughnessy-2008
ELANE	PF4	0.015494261	Co-expression	Burington-Shaughnessy-2008
ELANE	GP1BA	0.015486778	Co-expression	Burington-Shaughnessy-2008
ELANE	NRGN	0.013239034	Co-expression	Burington-Shaughnessy-2008
ELANE	S100A9	0.014585489	Co-expression	Burington-Shaughnessy-2008
ELANE	AQP9	0.013550764	Co-expression	Burington-Shaughnessy-2008
ELANE	S100A8	0.01882815	Co-expression	Burington-Shaughnessy-2008
ELANE	PTX3	0.013322784	Co-expression	Burington-Shaughnessy-2008
ELANE	F13A1	0.013558531	Co-expression	Burington-Shaughnessy-2008
ELANE	SELP	0.0114786755	Co-expression	Burington-Shaughnessy-2008
ELANE	GUCY1B1	0.014246154	Co-expression	Burington-Shaughnessy-2008
ELANE	TCN2	0.011093967	Co-expression	Burington-Shaughnessy-2008
ELANE	S100A12	0.01792892	Co-expression	Burington-Shaughnessy-2008
ELANE	LCN2	0.018038765	Co-expression	Burington-Shaughnessy-2008
ELANE	ALOX12	0.0053729448	Co-expression	Burington-Shaughnessy-2008
ELANE	VCL	0.011545657	Co-expression	Burington-Shaughnessy-2008
ELANE	GP5	0.015305624	Co-expression	Burington-Shaughnessy-2008
ELANE	ACTN1	0.015722025	Co-expression	Burington-Shaughnessy-2008
ELANE	MMP9	0.015657332	Co-expression	Burington-Shaughnessy-2008
ELANE	VCAN	0.017636606	Co-expression	Burington-Shaughnessy-2008
ELANE	SLC2A3	0.014206379	Co-expression	Burington-Shaughnessy-2008
ELANE	LTF	0.017754083	Co-expression	Burington-Shaughnessy-2008
PTCRA	ITGA2B	0.017351411	Co-expression	Burington-Shaughnessy-2008
PTCRA	GAS2L1	0.018090151	Co-expression	Burington-Shaughnessy-2008
PTCRA	ITGB3	0.02671103	Co-expression	Burington-Shaughnessy-2008
PTCRA	TAL1	0.019746099	Co-expression	Burington-Shaughnessy-2008
PTCRA	PF4V1	0.02364443	Co-expression	Burington-Shaughnessy-2008
PTCRA	MAOB	0.023244128	Co-expression	Burington-Shaughnessy-2008
PTCRA	PPBP	0.019370753	Co-expression	Burington-Shaughnessy-2008
PTCRA	CLU	0.016215794	Co-expression	Burington-Shaughnessy-2008
PTCRA	PF4	0.015933327	Co-expression	Burington-Shaughnessy-2008
PTCRA	GP1BA	0.018444737	Co-expression	Burington-Shaughnessy-2008
PTCRA	NRGN	0.022166051	Co-expression	Burington-Shaughnessy-2008
PTCRA	PROS1	0.017886592	Co-expression	Burington-Shaughnessy-2008
PTCRA	F13A1	0.023947418	Co-expression	Burington-Shaughnessy-2008
PTCRA	SELP	0.017748183	Co-expression	Burington-Shaughnessy-2008
PTCRA	GUCY1B1	0.022897044	Co-expression	Burington-Shaughnessy-2008
PTCRA	PRKAR2B	0.017770233	Co-expression	Burington-Shaughnessy-2008
PTCRA	ALOX12	0.0050647035	Co-expression	Burington-Shaughnessy-2008
PTCRA	VCL	0.025412401	Co-expression	Burington-Shaughnessy-2008
PTCRA	GP5	0.018853381	Co-expression	Burington-Shaughnessy-2008
PTCRA	DNM3	0.018447502	Co-expression	Burington-Shaughnessy-2008
PTCRA	SLC2A3	0.015318556	Co-expression	Burington-Shaughnessy-2008
PTCRA	ASAP2	0.01634464	Co-expression	Burington-Shaughnessy-2008
CCL5	ITGA2B	0.014655987	Co-expression	Burington-Shaughnessy-2008
CCL5	ABLIM3	0.018333936	Co-expression	Burington-Shaughnessy-2008
CCL5	PF4V1	0.017740328	Co-expression	Burington-Shaughnessy-2008
CCL5	PPBP	0.015933266	Co-expression	Burington-Shaughnessy-2008
CCL5	CLU	0.024641316	Co-expression	Burington-Shaughnessy-2008
CCL5	PF4	0.01694252	Co-expression	Burington-Shaughnessy-2008
CCL5	GP1BA	0.016226327	Co-expression	Burington-Shaughnessy-2008
CCL5	NRGN	0.016875217	Co-expression	Burington-Shaughnessy-2008
CCL5	F13A1	0.01712502	Co-expression	Burington-Shaughnessy-2008
CCL5	SELP	0.016269386	Co-expression	Burington-Shaughnessy-2008
CCL5	GUCY1B1	0.016940573	Co-expression	Burington-Shaughnessy-2008
CCL5	VCL	0.01747314	Co-expression	Burington-Shaughnessy-2008
CCL5	SLC2A3	0.012905914	Co-expression	Burington-Shaughnessy-2008
CCL5	LTF	0.01116724	Co-expression	Burington-Shaughnessy-2008
MNDA	MMP8	0.015303991	Co-expression	Burington-Shaughnessy-2008
MNDA	PPBP	0.008639588	Co-expression	Burington-Shaughnessy-2008
MNDA	PF4	0.009013595	Co-expression	Burington-Shaughnessy-2008
MNDA	S100A9	0.019176008	Co-expression	Burington-Shaughnessy-2008
MNDA	AQP9	0.016860427	Co-expression	Burington-Shaughnessy-2008
MNDA	S100A8	0.020275814	Co-expression	Burington-Shaughnessy-2008
MNDA	S100A12	0.019104041	Co-expression	Burington-Shaughnessy-2008
MNDA	ACSL1	0.00988523	Co-expression	Burington-Shaughnessy-2008
MNDA	LCN2	0.014896017	Co-expression	Burington-Shaughnessy-2008
MNDA	MMP9	0.017403468	Co-expression	Burington-Shaughnessy-2008
MNDA	VCAN	0.012602371	Co-expression	Burington-Shaughnessy-2008
MNDA	LTF	0.012509801	Co-expression	Burington-Shaughnessy-2008
MNDA	ELANE	0.010906504	Co-expression	Burington-Shaughnessy-2008
CD163	PTAFR	0.0124073485	Co-expression	Burington-Shaughnessy-2008
CD163	ABLIM3	0.010608742	Co-expression	Burington-Shaughnessy-2008
CD163	CCL8	0.015027058	Co-expression	Burington-Shaughnessy-2008
CD163	VSIG4	0.012034166	Co-expression	Burington-Shaughnessy-2008
CD163	CETP	0.007379075	Co-expression	Burington-Shaughnessy-2008
CD163	FOLR2	0.010856381	Co-expression	Burington-Shaughnessy-2008
CD163	HMOX1	0.01241998	Co-expression	Burington-Shaughnessy-2008
CD163	CYP1B1	0.012658193	Co-expression	Burington-Shaughnessy-2008
CD163	LGMN	0.009059022	Co-expression	Burington-Shaughnessy-2008
CD163	CD14	0.011204233	Co-expression	Burington-Shaughnessy-2008
CD163	VCAM1	0.013570205	Co-expression	Burington-Shaughnessy-2008
CD163	ABCC3	0.01223672	Co-expression	Burington-Shaughnessy-2008
TPM1	ITGA2B	0.015263732	Co-expression	Burington-Shaughnessy-2008
TPM1	GAS2L1	0.01579166	Co-expression	Burington-Shaughnessy-2008
TPM1	TAL1	0.0152366245	Co-expression	Burington-Shaughnessy-2008
TPM1	PF4V1	0.017956283	Co-expression	Burington-Shaughnessy-2008
TPM1	PPBP	0.01897507	Co-expression	Burington-Shaughnessy-2008
TPM1	PF4	0.019845728	Co-expression	Burington-Shaughnessy-2008
TPM1	GP1BA	0.018815825	Co-expression	Burington-Shaughnessy-2008
TPM1	NRGN	0.019496627	Co-expression	Burington-Shaughnessy-2008
TPM1	F13A1	0.0184863	Co-expression	Burington-Shaughnessy-2008
